ANO_ESTATISTICA,MES_ESTATISTICA,CIDADE,CATEGORIA_CRIME,NUM_OCORRENCIAS,LATITUDE_MEDIAN,LONGITUDE_MEDIAN,DATA
2024,4,iracemapolis,Lesão Corporal,10,-22.5822622759999,-47.5175901,2024-04-01
2024,4,iracemapolis,Roubo,2,-22.5822622759999,-47.5175901,2024-04-01
2024,4,irapua,Crimes Diversos,3,-21.2816304,-49.4099116,2024-04-01
2024,4,irapua,Furto,6,-21.2816304,-49.4099116,2024-04-01
2024,4,irapua,Lesão Corporal,4,-21.2816304,-49.4099116,2024-04-01
2024,4,irapuru,Crimes Diversos,2,-21.56735890079995,-51.352049714,2024-04-01
2024,4,irapuru,Lesão Corporal,2,-21.56735890079995,-51.352049714,2024-04-01
2024,4,itabera,Crimes Diversos,3,-23.8621607,-49.136532,2024-04-01
2024,4,itabera,Crimes com Armas,1,-23.8621607,-49.136532,2024-04-01
2024,4,itabera,Estupro,3,-23.8621607,-49.136532,2024-04-01
2024,4,itabera,Furto,6,-23.8621607,-49.136532,2024-04-01
2024,4,itabera,Lesão Corporal,7,-23.8621607,-49.136532,2024-04-01
2024,4,itai,Crimes Diversos,5,-23.4204473,-49.0909468,2024-04-01
2024,4,itai,Estupro,2,-23.4204473,-49.0909468,2024-04-01
2024,4,itai,Furto,7,-23.4204473,-49.0909468,2024-04-01
2024,4,itai,Homicídio,2,-23.4204473,-49.0909468,2024-04-01
2024,4,itai,Lesão Corporal,11,-23.4204473,-49.0909468,2024-04-01
2024,4,itajobi,Furto,11,-21.3157369,-49.0579257,2024-04-01
2024,4,itajobi,Lesão Corporal,7,-21.3157369,-49.0579257,2024-04-01
2024,4,itajobi,Roubo,1,-21.3157369,-49.0579257,2024-04-01
2024,4,itaju,Furto,2,-21.98181798,-48.8045395,2024-04-01
2024,4,itanhaem,Crimes Diversos,17,-24.18236156,-46.7910394,2024-04-01
2024,4,itanhaem,Crimes com Armas,3,-24.18236156,-46.7910394,2024-04-01
2024,4,itanhaem,Estelionato,1,-24.18236156,-46.7910394,2024-04-01
2024,4,itanhaem,Estupro,4,-24.18236156,-46.7910394,2024-04-01
2024,4,itanhaem,Furto,240,-24.18236156,-46.7910394,2024-04-01
2024,4,itanhaem,Homicídio,4,-24.18236156,-46.7910394,2024-04-01
2024,4,itanhaem,Lesão Corporal,69,-24.18236156,-46.7910394,2024-04-01
2024,4,itanhaem,Roubo,51,-24.18236156,-46.7910394,2024-04-01
2024,4,itaoca,Estupro,1,-24.639446595,-48.8419232759999,2024-04-01
2024,4,itaoca,Furto,1,-24.639446595,-48.8419232759999,2024-04-01
2024,4,itapecerica da serra,Crimes Diversos,4,-23.71617994,-46.8359118129999,2024-04-01
2024,4,itapecerica da serra,Estelionato,2,-23.71617994,-46.8359118129999,2024-04-01
2024,4,itapecerica da serra,Estupro,8,-23.71617994,-46.8359118129999,2024-04-01
2024,4,itapecerica da serra,Furto,112,-23.71617994,-46.8359118129999,2024-04-01
2024,4,itapecerica da serra,Homicídio,5,-23.71617994,-46.8359118129999,2024-04-01
2024,4,itapecerica da serra,Lesão Corporal,56,-23.71617994,-46.8359118129999,2024-04-01
2024,4,itapecerica da serra,Roubo,135,-23.71617994,-46.8359118129999,2024-04-01
2024,4,itapetininga,Crimes Diversos,29,-23.5857315559999,-48.044572047,2024-04-01
2024,4,itapetininga,Crimes com Armas,3,-23.5857315559999,-48.044572047,2024-04-01
2024,4,itapetininga,Estupro,8,-23.5857315559999,-48.044572047,2024-04-01
2024,4,itapetininga,Furto,156,-23.5857315559999,-48.044572047,2024-04-01
2024,4,itapetininga,Homicídio,4,-23.5857315559999,-48.044572047,2024-04-01
2024,4,itapetininga,Lesão Corporal,113,-23.5857315559999,-48.044572047,2024-04-01
2024,4,itapetininga,Roubo,13,-23.5857315559999,-48.044572047,2024-04-01
2024,4,itapeva,Crimes Diversos,8,-23.9841217,-48.8811572,2024-04-01
2024,4,itapeva,Estupro,7,-23.9841217,-48.8811572,2024-04-01
2024,4,itapeva,Furto,66,-23.9841217,-48.8811572,2024-04-01
2024,4,itapeva,Lesão Corporal,48,-23.9841217,-48.8811572,2024-04-01
2024,4,itapeva,Roubo,5,-23.9841217,-48.8811572,2024-04-01
2024,4,itapevi,Crimes Diversos,21,-23.545451606,-46.936980477,2024-04-01
2024,4,itapevi,Crimes com Armas,1,-23.545451606,-46.936980477,2024-04-01
2024,4,itapevi,Estupro,4,-23.545451606,-46.936980477,2024-04-01
2024,4,itapevi,Furto,195,-23.545451606,-46.936980477,2024-04-01
2024,4,itapevi,Homicídio,7,-23.545451606,-46.936980477,2024-04-01
2024,4,itapevi,Lesão Corporal,82,-23.545451606,-46.936980477,2024-04-01
2024,4,itapevi,Roubo,94,-23.545451606,-46.936980477,2024-04-01
2024,4,itapira,Ameaça,1,-22.4342054859999,-46.8228204,2024-04-01
2024,4,itapira,Crimes Diversos,34,-22.4342054859999,-46.8228204,2024-04-01
2024,4,itapira,Estupro,5,-22.4342054859999,-46.8228204,2024-04-01
2024,4,itapira,Furto,38,-22.4342054859999,-46.8228204,2024-04-01
2024,4,itapira,Homicídio,1,-22.4342054859999,-46.8228204,2024-04-01
2024,4,itapira,Lesão Corporal,48,-22.4342054859999,-46.8228204,2024-04-01
2024,4,itapira,Roubo,21,-22.4342054859999,-46.8228204,2024-04-01
2024,4,itapirapua paulista,Furto,1,-24.5729233495,-49.1698818,2024-04-01
2024,4,itapolis,Crimes Diversos,11,-21.5963276,-48.81109,2024-04-01
2024,4,itapolis,Estupro,3,-21.5963276,-48.81109,2024-04-01
2024,4,itapolis,Furto,39,-21.5963276,-48.81109,2024-04-01
2024,4,itapolis,Homicídio,1,-21.5963276,-48.81109,2024-04-01
2024,4,itapolis,Lesão Corporal,22,-21.5963276,-48.81109,2024-04-01
2024,4,itapolis,Roubo,4,-21.5963276,-48.81109,2024-04-01
2024,4,itaporanga,Crimes Diversos,1,-23.7048218,-49.4827458,2024-04-01
2024,4,itaporanga,Furto,6,-23.7048218,-49.4827458,2024-04-01
2024,4,itaporanga,Homicídio,1,-23.7048218,-49.4827458,2024-04-01
2024,4,itaporanga,Lesão Corporal,6,-23.7048218,-49.4827458,2024-04-01
2024,4,itaporanga,Roubo,2,-23.7048218,-49.4827458,2024-04-01
2024,4,itapui,Crimes Diversos,1,-22.2341212,-48.7211934979999,2024-04-01
2024,4,itapui,Estupro,1,-22.2341212,-48.7211934979999,2024-04-01
2024,4,itapui,Furto,12,-22.2341212,-48.7211934979999,2024-04-01
2024,4,itapui,Homicídio,1,-22.2341212,-48.7211934979999,2024-04-01
2024,4,itapui,Lesão Corporal,5,-22.2341212,-48.7211934979999,2024-04-01
2024,4,itapui,Roubo,1,-22.2341212,-48.7211934979999,2024-04-01
2024,4,itapura,Furto,3,-20.6424543,-51.5089818,2024-04-01
2024,4,itapura,Lesão Corporal,2,-20.6424543,-51.5089818,2024-04-01
2024,4,itaquaquecetuba,Crimes Diversos,28,-23.4763078469999,-46.347099256,2024-04-01
2024,4,itaquaquecetuba,Crimes com Armas,2,-23.4763078469999,-46.347099256,2024-04-01
2024,4,itaquaquecetuba,Estupro,13,-23.4763078469999,-46.347099256,2024-04-01
2024,4,itaquaquecetuba,Furto,191,-23.4763078469999,-46.347099256,2024-04-01
2024,4,itaquaquecetuba,Homicídio,5,-23.4763078469999,-46.347099256,2024-04-01
2024,4,itaquaquecetuba,Lesão Corporal,143,-23.4763078469999,-46.347099256,2024-04-01
2024,4,itaquaquecetuba,Roubo,207,-23.4763078469999,-46.347099256,2024-04-01
2024,4,itarare,Crimes Diversos,8,-24.113325,-49.332214184,2024-04-01
2024,4,itarare,Crimes com Armas,1,-24.113325,-49.332214184,2024-04-01
2024,4,itarare,Estupro,2,-24.113325,-49.332214184,2024-04-01
2024,4,itarare,Furto,38,-24.113325,-49.332214184,2024-04-01
2024,4,itarare,Lesão Corporal,31,-24.113325,-49.332214184,2024-04-01
2024,4,itarare,Roubo,3,-24.113325,-49.332214184,2024-04-01
2024,4,itariri,Crimes Diversos,1,-24.2907774,-47.1745648,2024-04-01
2024,4,itariri,Crimes com Armas,1,-24.2907774,-47.1745648,2024-04-01
2024,4,itariri,Furto,11,-24.2907774,-47.1745648,2024-04-01
2024,4,itariri,Homicídio,1,-24.2907774,-47.1745648,2024-04-01
2024,4,itariri,Lesão Corporal,7,-24.2907774,-47.1745648,2024-04-01
2024,4,itariri,Roubo,1,-24.2907774,-47.1745648,2024-04-01
2024,4,itatiba,Crimes Diversos,11,-23.00757019949995,-46.8384252,2024-04-01
2024,4,itatiba,Estupro,6,-23.00757019949995,-46.8384252,2024-04-01
2024,4,itatiba,Furto,58,-23.00757019949995,-46.8384252,2024-04-01
2024,4,itatiba,Homicídio,5,-23.00757019949995,-46.8384252,2024-04-01
2024,4,itatiba,Lesão Corporal,52,-23.00757019949995,-46.8384252,2024-04-01
2024,4,itatiba,Roubo,4,-23.00757019949995,-46.8384252,2024-04-01
2024,4,itatinga,Crimes Diversos,3,-23.1039377,-48.6117374,2024-04-01
2024,4,itatinga,Estupro,1,-23.1039377,-48.6117374,2024-04-01
2024,4,itatinga,Furto,8,-23.1039377,-48.6117374,2024-04-01
2024,4,itatinga,Homicídio,1,-23.1039377,-48.6117374,2024-04-01
2024,4,itatinga,Lesão Corporal,8,-23.1039377,-48.6117374,2024-04-01
2024,4,itirapina,Crimes Diversos,10,-22.2559774,-47.8154903,2024-04-01
2024,4,itirapina,Crimes com Armas,1,-22.2559774,-47.8154903,2024-04-01
2024,4,itirapina,Furto,16,-22.2559774,-47.8154903,2024-04-01
2024,4,itirapina,Lesão Corporal,9,-22.2559774,-47.8154903,2024-04-01
2024,4,itirapina,Roubo,1,-22.2559774,-47.8154903,2024-04-01
2024,4,itirapua,Crimes Diversos,1,-20.6420619,-47.2200108,2024-04-01
2024,4,itirapua,Furto,8,-20.6420619,-47.2200108,2024-04-01
2024,4,itirapua,Lesão Corporal,5,-20.6420619,-47.2200108,2024-04-01
2024,4,itobi,Crimes Diversos,1,-21.73486873049995,-46.9719558,2024-04-01
2024,4,itobi,Furto,2,-21.73486873049995,-46.9719558,2024-04-01
2024,4,itobi,Homicídio,1,-21.73486873049995,-46.9719558,2024-04-01
2024,4,itobi,Lesão Corporal,7,-21.73486873049995,-46.9719558,2024-04-01
2024,4,itobi,Roubo,1,-21.73486873049995,-46.9719558,2024-04-01
2024,4,itu,Crimes Diversos,26,-23.2835216,-47.308301146000005,2024-04-01
2024,4,itu,Estupro,6,-23.2835216,-47.308301146000005,2024-04-01
2024,4,itu,Furto,51,-23.2835216,-47.308301146000005,2024-04-01
2024,4,itu,Homicídio,9,-23.2835216,-47.308301146000005,2024-04-01
2024,4,itu,Lesão Corporal,43,-23.2835216,-47.308301146000005,2024-04-01
2024,4,itu,Roubo,13,-23.2835216,-47.308301146000005,2024-04-01
2024,4,itupeva,Crimes Diversos,15,-23.1558391,-47.0565393,2024-04-01
2024,4,itupeva,Estupro,2,-23.1558391,-47.0565393,2024-04-01
2024,4,itupeva,Furto,40,-23.1558391,-47.0565393,2024-04-01
2024,4,itupeva,Homicídio,1,-23.1558391,-47.0565393,2024-04-01
2024,4,itupeva,Lesão Corporal,31,-23.1558391,-47.0565393,2024-04-01
2024,4,itupeva,Roubo,13,-23.1558391,-47.0565393,2024-04-01
2024,4,ituverava,Crimes Diversos,33,-20.3358968,-47.790830773,2024-04-01
2024,4,ituverava,Crimes com Armas,5,-20.3358968,-47.790830773,2024-04-01
2024,4,ituverava,Estupro,3,-20.3358968,-47.790830773,2024-04-01
2024,4,ituverava,Furto,39,-20.3358968,-47.790830773,2024-04-01
2024,4,ituverava,Lesão Corporal,12,-20.3358968,-47.790830773,2024-04-01
2024,4,ituverava,Roubo,2,-20.3358968,-47.790830773,2024-04-01
2024,4,jaborandi,Crimes com Armas,1,-20.6883713,-48.4142878,2024-04-01
2024,4,jaborandi,Furto,1,-20.6883713,-48.4142878,2024-04-01
2024,4,jaborandi,Homicídio,1,-20.6883713,-48.4142878,2024-04-01
2024,4,jaborandi,Lesão Corporal,2,-20.6883713,-48.4142878,2024-04-01
2024,4,jaborandi,Roubo,1,-20.6883713,-48.4142878,2024-04-01
2024,4,jaboticabal,Crimes Diversos,10,-21.255903955,-48.320941643669954,2024-04-01
2024,4,jaboticabal,Crimes com Armas,1,-21.255903955,-48.320941643669954,2024-04-01
2024,4,jaboticabal,Estupro,2,-21.255903955,-48.320941643669954,2024-04-01
2024,4,jaboticabal,Furto,47,-21.255903955,-48.320941643669954,2024-04-01
2024,4,jaboticabal,Homicídio,3,-21.255903955,-48.320941643669954,2024-04-01
2024,4,jaboticabal,Lesão Corporal,41,-21.255903955,-48.320941643669954,2024-04-01
2024,4,jaboticabal,Roubo,12,-21.255903955,-48.320941643669954,2024-04-01
2024,4,jacarei,Crimes Diversos,26,-23.302979598,-45.9657250783027,2024-04-01
2024,4,jacarei,Crimes com Armas,6,-23.302979598,-45.9657250783027,2024-04-01
2024,4,jacarei,Estupro,4,-23.302979598,-45.9657250783027,2024-04-01
2024,4,jacarei,Furto,182,-23.302979598,-45.9657250783027,2024-04-01
2024,4,jacarei,Homicídio,9,-23.302979598,-45.9657250783027,2024-04-01
2024,4,jacarei,Lesão Corporal,85,-23.302979598,-45.9657250783027,2024-04-01
2024,4,jacarei,Roubo,41,-23.302979598,-45.9657250783027,2024-04-01
2024,4,jaci,Crimes Diversos,1,-20.8834090915,-49.57110405,2024-04-01
2024,4,jaci,Estupro,2,-20.8834090915,-49.57110405,2024-04-01
2024,4,jaci,Furto,4,-20.8834090915,-49.57110405,2024-04-01
2024,4,jaci,Lesão Corporal,9,-20.8834090915,-49.57110405,2024-04-01
2024,4,jacupiranga,Crimes Diversos,4,-24.695225999999998,-48.003709232999995,2024-04-01
2024,4,jacupiranga,Estupro,2,-24.695225999999998,-48.003709232999995,2024-04-01
2024,4,jacupiranga,Furto,8,-24.695225999999998,-48.003709232999995,2024-04-01
2024,4,jacupiranga,Homicídio,3,-24.695225999999998,-48.003709232999995,2024-04-01
2024,4,jacupiranga,Lesão Corporal,7,-24.695225999999998,-48.003709232999995,2024-04-01
2024,4,jacupiranga,Roubo,3,-24.695225999999998,-48.003709232999995,2024-04-01
2024,4,jaguariuna,Crimes Diversos,6,-22.7042274,-46.9848946,2024-04-01
2024,4,jaguariuna,Crimes com Armas,1,-22.7042274,-46.9848946,2024-04-01
2024,4,jaguariuna,Estupro,2,-22.7042274,-46.9848946,2024-04-01
2024,4,jaguariuna,Furto,34,-22.7042274,-46.9848946,2024-04-01
2024,4,jaguariuna,Homicídio,1,-22.7042274,-46.9848946,2024-04-01
2024,4,jaguariuna,Lesão Corporal,29,-22.7042274,-46.9848946,2024-04-01
2024,4,jaguariuna,Roubo,11,-22.7042274,-46.9848946,2024-04-01
2024,4,jales,Crimes Diversos,13,-20.2686874,-50.5490441,2024-04-01
2024,4,jales,Estupro,3,-20.2686874,-50.5490441,2024-04-01
2024,4,jales,Furto,47,-20.2686874,-50.5490441,2024-04-01
2024,4,jales,Homicídio,2,-20.2686874,-50.5490441,2024-04-01
2024,4,jales,Lesão Corporal,36,-20.2686874,-50.5490441,2024-04-01
2024,4,jales,Roubo,2,-20.2686874,-50.5490441,2024-04-01
2024,4,jambeiro,Crimes Diversos,1,-23.2554949,-45.694173625,2024-04-01
2024,4,jambeiro,Furto,6,-23.2554949,-45.694173625,2024-04-01
2024,4,jandira,Crimes Diversos,13,-23.5347994,-46.903900087,2024-04-01
2024,4,jandira,Estupro,2,-23.5347994,-46.903900087,2024-04-01
2024,4,jandira,Furto,60,-23.5347994,-46.903900087,2024-04-01
2024,4,jandira,Lesão Corporal,58,-23.5347994,-46.903900087,2024-04-01
2024,4,jandira,Roubo,25,-23.5347994,-46.903900087,2024-04-01
2024,4,jardinopolis,Crimes Diversos,14,-21.01922192049995,-47.8822604,2024-04-01
2024,4,jardinopolis,Furto,27,-21.01922192049995,-47.8822604,2024-04-01
2024,4,jardinopolis,Lesão Corporal,12,-21.01922192049995,-47.8822604,2024-04-01
2024,4,jardinopolis,Roubo,6,-21.01922192049995,-47.8822604,2024-04-01
2024,4,jarinu,Crimes Diversos,6,-23.1024842,-46.7276406,2024-04-01
2024,4,jarinu,Estupro,2,-23.1024842,-46.7276406,2024-04-01
2024,4,jarinu,Furto,34,-23.1024842,-46.7276406,2024-04-01
2024,4,jarinu,Lesão Corporal,16,-23.1024842,-46.7276406,2024-04-01
2024,4,jarinu,Roubo,4,-23.1024842,-46.7276406,2024-04-01
2024,4,jau,Crimes Diversos,20,-22.294504627,-48.5586965193599,2024-04-01
2024,4,jau,Estupro,4,-22.294504627,-48.5586965193599,2024-04-01
2024,4,jau,Furto,142,-22.294504627,-48.5586965193599,2024-04-01
2024,4,jau,Homicídio,3,-22.294504627,-48.5586965193599,2024-04-01
2024,4,jau,Lesão Corporal,86,-22.294504627,-48.5586965193599,2024-04-01
2024,4,jau,Roubo,9,-22.294504627,-48.5586965193599,2024-04-01
2024,4,jeriquara,Crimes Diversos,4,-20.3105035,-47.5899347,2024-04-01
2024,4,jeriquara,Crimes com Armas,1,-20.3105035,-47.5899347,2024-04-01
2024,4,jeriquara,Furto,3,-20.3105035,-47.5899347,2024-04-01
2024,4,jeriquara,Lesão Corporal,3,-20.3105035,-47.5899347,2024-04-01
2024,4,joanopolis,Crimes Diversos,1,-22.9306861,-46.2725719,2024-04-01
2024,4,joanopolis,Furto,10,-22.9306861,-46.2725719,2024-04-01
2024,4,joanopolis,Lesão Corporal,6,-22.9306861,-46.2725719,2024-04-01
2024,4,joao ramalho,Crimes Diversos,1,-22.2491208,-50.7673352,2024-04-01
2024,4,joao ramalho,Furto,1,-22.2491208,-50.7673352,2024-04-01
2024,4,joao ramalho,Lesão Corporal,3,-22.2491208,-50.7673352,2024-04-01
2024,4,jose bonifacio,Crimes Diversos,11,-21.0548524,-49.67972129,2024-04-01
2024,4,jose bonifacio,Crimes com Armas,1,-21.0548524,-49.67972129,2024-04-01
2024,4,jose bonifacio,Furto,20,-21.0548524,-49.67972129,2024-04-01
2024,4,jose bonifacio,Homicídio,1,-21.0548524,-49.67972129,2024-04-01
2024,4,jose bonifacio,Lesão Corporal,22,-21.0548524,-49.67972129,2024-04-01
2024,4,jose bonifacio,Roubo,3,-21.0548524,-49.67972129,2024-04-01
2024,4,julio mesquita,Crimes Diversos,1,-22.009664292,-49.788484432000004,2024-04-01
2024,4,julio mesquita,Furto,2,-22.009664292,-49.788484432000004,2024-04-01
2024,4,julio mesquita,Lesão Corporal,2,-22.009664292,-49.788484432000004,2024-04-01
2024,4,jumirim,Roubo,1,-23.08443735,-47.791006,2024-04-01
2024,4,jundiai,Crimes Diversos,38,-23.1850071599999,-46.8872953329999,2024-04-01
2024,4,jundiai,Crimes com Armas,1,-23.1850071599999,-46.8872953329999,2024-04-01
2024,4,jundiai,Estupro,7,-23.1850071599999,-46.8872953329999,2024-04-01
2024,4,jundiai,Furto,395,-23.1850071599999,-46.8872953329999,2024-04-01
2024,4,jundiai,Homicídio,10,-23.1850071599999,-46.8872953329999,2024-04-01
2024,4,jundiai,Lesão Corporal,132,-23.1850071599999,-46.8872953329999,2024-04-01
2024,4,jundiai,Roubo,85,-23.1850071599999,-46.8872953329999,2024-04-01
2024,4,junqueiropolis,Crimes Diversos,2,-21.5101659,-51.4373487,2024-04-01
2024,4,junqueiropolis,Estupro,2,-21.5101659,-51.4373487,2024-04-01
2024,4,junqueiropolis,Furto,6,-21.5101659,-51.4373487,2024-04-01
2024,4,junqueiropolis,Lesão Corporal,19,-21.5101659,-51.4373487,2024-04-01
2024,4,juquia,Crimes Diversos,1,-24.3185218,-47.6351689,2024-04-01
2024,4,juquia,Estupro,1,-24.3185218,-47.6351689,2024-04-01
2024,4,juquia,Furto,24,-24.3185218,-47.6351689,2024-04-01
2024,4,juquia,Lesão Corporal,14,-24.3185218,-47.6351689,2024-04-01
2024,4,juquia,Roubo,5,-24.3185218,-47.6351689,2024-04-01
2024,4,juquitiba,Crimes Diversos,1,-23.934798762,-47.069973149999996,2024-04-01
2024,4,juquitiba,Furto,35,-23.934798762,-47.069973149999996,2024-04-01
2024,4,juquitiba,Lesão Corporal,8,-23.934798762,-47.069973149999996,2024-04-01
2024,4,juquitiba,Roubo,12,-23.934798762,-47.069973149999996,2024-04-01
2024,4,lagoinha,Furto,2,-23.08983546,-45.1906398736128,2024-04-01
2024,4,lagoinha,Homicídio,1,-23.08983546,-45.1906398736128,2024-04-01
2024,4,lagoinha,Lesão Corporal,1,-23.08983546,-45.1906398736128,2024-04-01
2024,4,laranjal paulista,Crimes Diversos,13,-23.0508797,-47.8366464,2024-04-01
2024,4,laranjal paulista,Estupro,1,-23.0508797,-47.8366464,2024-04-01
2024,4,laranjal paulista,Furto,26,-23.0508797,-47.8366464,2024-04-01
2024,4,laranjal paulista,Homicídio,1,-23.0508797,-47.8366464,2024-04-01
2024,4,laranjal paulista,Lesão Corporal,9,-23.0508797,-47.8366464,2024-04-01
2024,4,lavinia,Crimes Diversos,8,-21.1655822,-51.0428471,2024-04-01
2024,4,lavrinhas,Furto,3,-22.564117702,-44.9059855,2024-04-01
2024,4,lavrinhas,Lesão Corporal,2,-22.564117702,-44.9059855,2024-04-01
2024,4,leme,Crimes Diversos,29,-22.1889447,-47.38370538,2024-04-01
2024,4,leme,Crimes com Armas,1,-22.1889447,-47.38370538,2024-04-01
2024,4,leme,Estupro,2,-22.1889447,-47.38370538,2024-04-01
2024,4,leme,Furto,53,-22.1889447,-47.38370538,2024-04-01
2024,4,leme,Homicídio,3,-22.1889447,-47.38370538,2024-04-01
2024,4,leme,Lesão Corporal,67,-22.1889447,-47.38370538,2024-04-01
2024,4,leme,Roubo,12,-22.1889447,-47.38370538,2024-04-01
2024,4,lencois paulista,Crimes Diversos,9,-22.5989119,-48.7960343086875,2024-04-01
2024,4,lencois paulista,Estupro,1,-22.5989119,-48.7960343086875,2024-04-01
2024,4,lencois paulista,Furto,27,-22.5989119,-48.7960343086875,2024-04-01
2024,4,lencois paulista,Homicídio,2,-22.5989119,-48.7960343086875,2024-04-01
2024,4,lencois paulista,Lesão Corporal,56,-22.5989119,-48.7960343086875,2024-04-01
2024,4,lencois paulista,Roubo,3,-22.5989119,-48.7960343086875,2024-04-01
2024,4,limeira,Crimes Diversos,41,-22.5689954269999,-47.4045841,2024-04-01
2024,4,limeira,Estupro,8,-22.5689954269999,-47.4045841,2024-04-01
2024,4,limeira,Furto,345,-22.5689954269999,-47.4045841,2024-04-01
2024,4,limeira,Homicídio,10,-22.5689954269999,-47.4045841,2024-04-01
2024,4,limeira,Lesão Corporal,109,-22.5689954269999,-47.4045841,2024-04-01
2024,4,limeira,Roubo,53,-22.5689954269999,-47.4045841,2024-04-01
2024,4,lindoia,Crimes Diversos,1,-22.5225003,-46.6477059,2024-04-01
2024,4,lindoia,Furto,3,-22.5225003,-46.6477059,2024-04-01
2024,4,lindoia,Lesão Corporal,3,-22.5225003,-46.6477059,2024-04-01
2024,4,lins,Crimes Diversos,7,-21.67310074,-49.748138291,2024-04-01
2024,4,lins,Crimes com Armas,1,-21.67310074,-49.748138291,2024-04-01
2024,4,lins,Estupro,6,-21.67310074,-49.748138291,2024-04-01
2024,4,lins,Furto,67,-21.67310074,-49.748138291,2024-04-01
2024,4,lins,Homicídio,1,-21.67310074,-49.748138291,2024-04-01
2024,4,lins,Lesão Corporal,47,-21.67310074,-49.748138291,2024-04-01
2024,4,lins,Roubo,5,-21.67310074,-49.748138291,2024-04-01
2024,4,lorena,Crimes Diversos,20,-22.738560809,-45.121001985,2024-04-01
2024,4,lorena,Crimes com Armas,2,-22.738560809,-45.121001985,2024-04-01
2024,4,lorena,Estupro,1,-22.738560809,-45.121001985,2024-04-01
2024,4,lorena,Furto,48,-22.738560809,-45.121001985,2024-04-01
2024,4,lorena,Homicídio,4,-22.738560809,-45.121001985,2024-04-01
2024,4,lorena,Lesão Corporal,30,-22.738560809,-45.121001985,2024-04-01
2024,4,lorena,Roubo,12,-22.738560809,-45.121001985,2024-04-01
2024,4,lourdes,Lesão Corporal,1,-20.9676909,-50.2261518,2024-04-01
2024,4,louveira,Crimes Diversos,2,-23.0886664,-46.968339589,2024-04-01
2024,4,louveira,Estupro,6,-23.0886664,-46.968339589,2024-04-01
2024,4,louveira,Furto,12,-23.0886664,-46.968339589,2024-04-01
2024,4,louveira,Lesão Corporal,18,-23.0886664,-46.968339589,2024-04-01
2024,4,louveira,Roubo,1,-23.0886664,-46.968339589,2024-04-01
2024,4,lucelia,Crimes Diversos,3,-21.717478489,-51.011568859,2024-04-01
2024,4,lucelia,Crimes com Armas,1,-21.717478489,-51.011568859,2024-04-01
2024,4,lucelia,Furto,12,-21.717478489,-51.011568859,2024-04-01
2024,4,lucelia,Lesão Corporal,18,-21.717478489,-51.011568859,2024-04-01
2024,4,lucianopolis,Lesão Corporal,2,-22.4321708,-49.523279599999995,2024-04-01
2024,4,luis antonio,Crimes Diversos,4,-21.552983382999948,-47.7010916667857,2024-04-01
2024,4,luis antonio,Furto,5,-21.552983382999948,-47.7010916667857,2024-04-01
2024,4,luis antonio,Lesão Corporal,3,-21.552983382999948,-47.7010916667857,2024-04-01
2024,4,luis antonio,Roubo,2,-21.552983382999948,-47.7010916667857,2024-04-01
2024,4,luiziania,Furto,1,-21.6743784,-50.3295095,2024-04-01
2024,4,luiziania,Lesão Corporal,2,-21.6743784,-50.3295095,2024-04-01
2024,4,lupercio,Furto,1,-22.4149445539999,-49.81727862,2024-04-01
2024,4,macatuba,Crimes Diversos,2,-22.504198,-48.71221,2024-04-01
2024,4,macatuba,Furto,10,-22.504198,-48.71221,2024-04-01
2024,4,macatuba,Homicídio,1,-22.504198,-48.71221,2024-04-01
2024,4,macatuba,Lesão Corporal,7,-22.504198,-48.71221,2024-04-01
2024,4,macaubal,Crimes Diversos,2,-20.8041653,-49.9646532689999,2024-04-01
2024,4,macaubal,Furto,3,-20.8041653,-49.9646532689999,2024-04-01
2024,4,macaubal,Homicídio,1,-20.8041653,-49.9646532689999,2024-04-01
2024,4,macaubal,Lesão Corporal,5,-20.8041653,-49.9646532689999,2024-04-01
2024,4,macaubal,Roubo,1,-20.8041653,-49.9646532689999,2024-04-01
2024,4,magda,Crimes Diversos,1,-20.6441641,-50.2258439,2024-04-01
2024,4,magda,Estupro,1,-20.6441641,-50.2258439,2024-04-01
2024,4,magda,Lesão Corporal,1,-20.6441641,-50.2258439,2024-04-01
2024,4,mairinque,Crimes Diversos,5,-23.5451019,-47.1902389,2024-04-01
2024,4,mairinque,Estupro,3,-23.5451019,-47.1902389,2024-04-01
2024,4,mairinque,Furto,27,-23.5451019,-47.1902389,2024-04-01
2024,4,mairinque,Homicídio,5,-23.5451019,-47.1902389,2024-04-01
2024,4,mairinque,Lesão Corporal,26,-23.5451019,-47.1902389,2024-04-01
2024,4,mairinque,Roubo,4,-23.5451019,-47.1902389,2024-04-01
2024,4,mairipora,Crimes Diversos,6,-23.3183571,-46.5857876,2024-04-01
2024,4,mairipora,Estupro,3,-23.3183571,-46.5857876,2024-04-01
2024,4,mairipora,Furto,43,-23.3183571,-46.5857876,2024-04-01
2024,4,mairipora,Homicídio,4,-23.3183571,-46.5857876,2024-04-01
2024,4,mairipora,Lesão Corporal,35,-23.3183571,-46.5857876,2024-04-01
2024,4,mairipora,Roubo,18,-23.3183571,-46.5857876,2024-04-01
2024,4,manduri,Crimes Diversos,5,-23.0037165,-49.3192885,2024-04-01
2024,4,manduri,Furto,3,-23.0037165,-49.3192885,2024-04-01
2024,4,manduri,Homicídio,1,-23.0037165,-49.3192885,2024-04-01
